                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "0d28d5f"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250623"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                                     130                                      614                  8.5061241715311317E+003                  1.9006162749992568E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9902733212857353E-001                  9.9685502219217947E-001                  9.9999468838209471E-001                  9.9998022744626136E-001                  9.9902733212857353E-001                  9.9685502219217947E-001                  9.9999468838209471E-001                  9.9998022744626136E-001                 -7.8595777153300324E+000                  1.3817271290128307E-008                 -7.8595777153300324E+000                 -9.8999999999999986E+001                 -2.3003218407070868E+001                 -7.8595777153300324E+000                  1.3817271290128307E-008                 -7.8595777153300341E+000                 -2.2398324302363566E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7855645076316411E+000                  4.0291994843663099E+000                  1.9661238877843692E+000                  1.6819111107900757E+000                  0.0000000000000000E+000                  1.2162745086864827E+001                 -2.4099087050857309E+000                  6.4116478742244558E+000                  6.2118079857339226E-001                  8.5000496627254196E-001                  1.2966429887659312E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4468833607861332E-003                  9.3805276451495393E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000004E+001                  4.1995530354712329E+000                                        3                                        5 
                                     135                                      616                  9.2164602007027115E+003                  2.2965225052373808E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9934051730370965E-001                  9.9779899548365025E-001                  9.9999648286033838E-001                  9.9998730800313507E-001                  9.9934051730370965E-001                  9.9779899548365025E-001                  9.9999648286033838E-001                  9.9998730800313507E-001                 -7.4101829358491189E+000                  3.8888130382280275E-008                 -7.4101829358491189E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4101829358491189E+000                  3.8888130382280275E-008                 -7.4101829358491331E+000                 -2.0907214301615369E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8143397195441180E+000                  4.0312844565080130E+000                  1.9096159500302674E+000                  1.7949269862982795E+000                  0.0000000000000000E+000                  1.2322786097856785E+001                 -2.2922851515666958E+000                  6.4534490428077644E+000                  6.2116412616142924E-001                  8.5000496627254174E-001                  1.2966429887659321E+000                  6.9999999999999951E-001                  2.7997020236474884E-001                  3.4468833607861332E-003                  9.3805276451495410E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000002E+001                  4.1995530354712329E+000                                        3                                        6 
                                     140                                      621                  1.0639688912102538E+004                  2.5055206317534413E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9968709586163818E-001                  9.9893591311936281E-001                  9.9999851743830925E-001                  9.9999464128787552E-001                  9.9968709586163818E-001                  9.9893591311936281E-001                  9.9999851743830925E-001                  9.9999464128787552E-001                 -6.6577471552386198E+000                  2.1991398318402890E-007                 -6.6577471552386198E+000                 -9.8999999999999986E+001                 -2.2577249674798587E+001                 -6.6577471552386198E+000                  2.1991398318402890E-007                 -6.6577471552393215E+000                 -1.8449201244968791E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8624100032492810E+000                  4.0212401186794509E+000                  1.8084532137056604E+000                  1.9972524589474934E+000                  0.0000000000000000E+000                  1.2604247916437531E+001                 -2.0826638099207604E+000                  6.5249035527083139E+000                  6.2114628863625221E-001                  8.5000496627254030E-001                  1.2966429887659370E+000                  6.9999999999999463E-001                  2.7997020236474879E-001                  3.4468833607861319E-003                  9.3805276451495393E-003                  3.4468833607861336E-003                  9.3805276451495410E-003                  1.0499999999999993E+001                  4.1995530354712329E+000                                        3                                        5 
                                     145                                      648                  1.2577401160545078E+004                  2.6579424490733357E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9986391628923177E-001                  9.9953554051876137E-001                  9.9999941643787638E-001                  9.9999790555342882E-001                  9.9986391628923177E-001                  9.9953554051876137E-001                  9.9999941643787638E-001                  9.9999790555342882E-001                 -5.8590099631695898E+000                  1.3835346388762217E-006                 -5.8590099631695898E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -5.8590099631695898E+000                  1.3835346388762217E-006                 -5.8590099632100374E+000                 -1.5889898794098169E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9122347715391950E+000                  4.0060456906016570E+000                  1.7012064630869363E+000                  2.2117459601849414E+000                  0.0000000000000000E+000                  1.2927498084343341E+001                 -1.8367440567960751E+000                  6.6031098959176617E+000                  6.2113395662755966E-001                  8.5000496627252842E-001                  1.2966429887659769E+000                  6.9999999999995921E-001                  2.7997020236474884E-001                  3.4468833607861319E-003                  9.3805276451495410E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999999954E+001                  4.1995530354712329E+000                                        3                                        4 
                                     150                                      655                  1.4959416894859880E+004                  2.7283426229078809E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9993930513416718E-001                  9.9979086452306132E-001                  9.9999976046293060E-001                  9.9999914043881388E-001                  9.9993930513416718E-001                  9.9979086452306132E-001                  9.9999976046293060E-001                  9.9999914043881388E-001                 -5.0760333457709876E+000                  8.3939553401767883E-006                 -5.0760333457709876E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.0760333457709876E+000                  8.3939553401767883E-006                 -5.0760333477717676E+000                 -1.3412618317691324E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9614030432615439E+000                  4.0126999052315009E+000                  1.6061970269571599E+000                  2.4017648324444942E+000                  0.0000000000000000E+000                  1.3269491525649382E+001                 -1.5732024797396067E+000                  6.6832915281841503E+000                  6.2112565035148604E-001                  8.5000496627244448E-001                  1.2966429887662585E+000                  6.9999999999970786E-001                  2.7997020236474879E-001                  3.4468833607861301E-003                  9.3805276451495393E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999999634E+001                  4.1995530354712320E+000                                        3                                        4 
                                     155                                      661                  1.7675333352078698E+004                  2.7429073457458633E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9997317988020373E-001                  9.9989651709283145E-001                  9.9999989205990658E-001                  9.9999961590009789E-001                  9.9997317988020373E-001                  9.9989651709283145E-001                  9.9999989205990658E-001                  9.9999961590009789E-001                 -4.3037492771223160E+000                  4.9687909231114133E-005                 -4.3037492771223160E+000                 -9.8999999999999986E+001                 -1.9323911669472480E+001                 -4.3037492771223160E+000                  4.9687909231114133E-005                 -4.3037493680669909E+000                 -1.0982756359512077E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0131951688229712E+000                  4.0605624934295124E+000                  1.5265440699333095E+000                  2.5610707464921951E+000                  0.0000000000000000E+000                  1.3624469448030849E+001                 -1.3001582790560264E+000                  6.7668327243520450E+000                  6.2112015982051128E-001                  8.5000496627190003E-001                  1.2966429887680897E+000                  6.9999999999807405E-001                  2.7997020236474884E-001                  3.4468833607861297E-003                  9.3805276451495410E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999997469E+001                  4.1995530354712320E+000                                        3                                        5 
                                     160                                      665                  2.0528168328270884E+004                  2.8241581442681194E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998750959781668E-001                  9.9994362369182221E-001                  9.9999994972599737E-001                  9.9999981179358788E-001                  9.9998750959781668E-001                  9.9994362369182221E-001                  9.9999994972599737E-001                  9.9999981179358788E-001                 -3.5509717712948223E+000                  2.8120836070691125E-004                 -3.5509717712948223E+000                 -9.8999999999999986E+001                 -1.9265919722494793E+001                 -3.5509717712948223E+000                  2.8120836070691125E-004                 -3.5509754272336456E+000                 -8.6257589907230550E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0679098919994940E+000                  4.1388770254603573E+000                  1.4562718895956857E+000                  2.7016151071674428E+000                  0.0000000000000000E+000                  1.3981220490676213E+001                 -1.0287925339786899E+000                  6.8530857689944780E+000                  6.2111666776031471E-001                  8.5000496626873079E-001                  1.2966429887787465E+000                  6.9999999998856643E-001                  2.7997020236474895E-001                  3.4468833607856357E-003                  9.3805276451495393E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999984503E+001                  4.1995530354712320E+000                                        3                                        5 
                                     165                                      669                  2.3239212762385956E+004                  2.7135720181111918E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999436988089296E-001                  9.9997008490142492E-001                  9.9999997781973349E-001                  9.9999990914873416E-001                  9.9999436988089296E-001                  9.9997008490142492E-001                  9.9999997781973349E-001                  9.9999990914873416E-001                 -2.8708247365522759E+000                  1.3464035977254285E-003                 -2.8708247365522754E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8708247365522759E+000                  1.3464035977254285E-003                 -2.8709240273677104E+000                 -6.5117496149224436E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1207924961414433E+000                  4.2214972132026931E+000                  1.3918167751829558E+000                  2.8305253359929030E+000                  0.0000000000000000E+000                  1.4311822180163832E+001                 -7.8027415816946510E-001                  6.9352919062568468E+000                  6.2111442891856905E-001                  8.5000496625436495E-001                  1.2966429888270461E+000                  6.9999999994548101E-001                  2.7997020236476267E-001                  3.4468833607288079E-003                  9.3805276451495497E-003                  3.4468833607861349E-003                  9.3805276451495393E-003                  1.0499999999923521E+001                  4.1995530354712391E+000                                        3                                        3 
                                     170                                      673                  2.6032429642565839E+004                  2.8151363821696278E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999731088625576E-001                  9.9998419705299457E-001                  9.9999998927902045E-001                  9.9999995474693448E-001                  9.9999731088625576E-001                  9.9998419705299457E-001                  9.9999998927902045E-001                  9.9999995474693448E-001                 -2.2062276147021858E+000                  6.2197422166083930E-003                 -2.2062276147021858E+000                 -5.6987593658115927E+001                 -1.7760769744174890E+001                 -2.2062276147021858E+000                  6.2197422166083930E-003                 -2.2085824608298190E+000                 -4.4732262826936857E+000                 -5.6987593658115927E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1751898180864222E+000                  4.2974534117846126E+000                  1.3210002305839590E+000                  2.9721584251908961E+000                  0.0000000000000000E+000                  1.4641418557903759E+001                 -5.3534161666098568E-001                  7.0194325633613834E+000                  6.2111200521768506E-001                  8.5000496618754495E-001                  1.2966429890513074E+000                  6.9999999974607008E-001                  2.7997020236577713E-001                  3.4468833542228372E-003                  9.3805276451496122E-003                  3.4468833607861349E-003                  9.3805276451495393E-003                  1.0499999999628457E+001                  4.1995530354716335E+000                                        3                                        4 
                                     175                                      676                  2.8842869358421456E+004                  2.7880567421942986E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999883287675262E-001                  9.9999252975593311E-001                  9.9999999537831841E-001                  9.9999997921399109E-001                  9.9999883287675262E-001                  9.9999252975593311E-001                  9.9999999537831841E-001                  9.9999997921399109E-001                 -1.5430060702427482E+000                  2.8641379368535020E-002                 -1.5430060702427482E+000                 -5.2001613374240527E+001                 -9.8999999999999986E+001                 -1.5430060702427482E+000                  2.8641379368535020E-002                 -1.5820643779087926E+000                 -2.6084597601694637E+000                 -5.2001613374240527E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2281892846425153E+000                  4.3587122536693270E+000                  1.2456307184141291E+000                  3.1228974495305564E+000                  0.0000000000000000E+000                  1.4955078522351450E+001                 -3.0434787081873632E-001                  7.1011025161410943E+000                  6.2110799552714091E-001                  8.5000496588160646E-001                  1.2966429900596135E+000                  6.9999999889084619E-001                  2.7997020241438669E-001                  3.4468828947667703E-003                  9.3805276451312449E-003                  3.4468833607861358E-003                  9.3805276451495393E-003                  1.0499999998362886E+001                  4.1995530354918964E+000                                        3                                        5 
                                     180                                      698                  3.1904372680687553E+004                  2.8122717054613133E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999949924046772E-001                  9.9999676619961586E-001                  9.9999999815072727E-001                  9.9999999098147929E-001                  9.9999949924046772E-001                  9.9999676619961586E-001                  9.9999999815072727E-001                  9.9999999098147929E-001                 -5.3078430110660779E-001                  2.9458843883553404E-001                 -5.3078430110660768E-001                 -4.7296291974847655E+001                 -9.8999999999999986E+001                 -5.3078430110660779E-001                  2.9458843883553404E-001                 -8.4595299750286790E-001                 -8.1812141366878743E-001                 -4.7296291974847655E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2821329548471860E+000                  4.4053403478049820E+000                  1.1610574250726149E+000                  3.2920440362135843E+000                  0.0000000000000000E+000                  1.5268582811198749E+001                 -7.4633913873721883E-002                  7.1835885815125042E+000                  6.2110232798231135E-001                  8.5000496231738698E-001                  1.2966430011580317E+000                  6.9999999165895055E-001                  2.7997020452350441E-001                  3.4468540184937739E-003                  9.3805276427011437E-003                  3.4468833607861358E-003                  9.3805276451495393E-003                  1.0499999991447364E+001                  4.1995530364481999E+000                                        3                                        5 
                                     185                                      743                  3.5331346365208788E+004                  2.8770628144505368E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999979594975530E-001                  9.9999870455906870E-001                  9.9999999928279437E-001                  9.9999999630570580E-001                  9.9999979594975530E-001                  9.9999870455906870E-001                  9.9999999928279437E-001                  9.9999999630570580E-001                  9.7946586133284530E-001                  9.5381876288561642E+000                  9.7946586133284519E-001                 -4.2856407033487386E+001                 -1.4750469787535078E+001                  9.7946586133284530E-001                  9.5381876288561642E+000                  2.8402488366669559E-001                  8.8166909268414018E-001                 -4.2856407033487386E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3363205530904771E+000                  4.4365508272417733E+000                  1.0682874683044288E+000                  3.4775839497499565E+000                  0.0000000000000000E+000                  1.5582776447230438E+001                  1.5509306301597697E-001                  7.2665827017983569E+000                  6.2109717581528068E-001                  8.5000482503471175E-001                  1.2966434292829780E+000                  6.9999974935914533E-001                  2.7997028421804404E-001                  3.4452974087964341E-003                  9.3805273783015338E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0499999871123878E+001                  4.1995530758667616E+000                                        3                                        4 
                                     190                                      784                  3.9118557825185148E+004                  2.8974464667746189E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999991719640746E-001                  9.9999950260510906E-001                  9.9999999973331077E-001                  9.9999999855505683E-001                  9.9999991719640746E-001                  9.9999950260510906E-001                  9.9999999973331077E-001                  9.9999999855505683E-001                  2.4767748237626908E+000                  2.9976078939306859E+002                  2.4767748237626903E+000                 -3.8868801892354561E+001                 -1.2944289813551190E+001                  2.4767748237626908E+000                  2.9976078939306859E+002                  1.5784714377675229E+000                  2.4180947496184153E+000                 -3.8868801892354561E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.2624141003501175E+031                  3.9650262791577691E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3875557180998550E+000                  4.4519835880495595E+000                  9.7353351868956661E-001                  3.6670918489796813E+000                  0.0000000000000000E+000                  1.5883867053994951E+001                  3.7443808517052307E-001                  7.3457254920050019E+000                  6.1930158311364769E-001                  8.4999991854108992E-001                  1.2966591056412844E+000                  6.9999079642131501E-001                  2.7997224046426133E-001                  3.3878226160969638E-003                  9.3805090402002134E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0499995637879062E+001                  4.1995541960225582E+000                                        3                                        4 
                                     195                                      834                  4.3999330254132910E+004                  3.0757806560322121E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.5433260958276154E-001                  3.5715268819325907E-002                  7.8128081414108319E-008                  9.9999996673010105E-001                  9.9999980753191586E-001                  3.5715268819325907E-002                  7.8128081414108319E-008                  9.9999996673010105E-001                  9.9999980753191586E-001                  3.8055727845385032E+000                  6.3910583777819056E+003                  3.8055727845385032E+000                 -3.4928905448643619E+001                 -1.1740169830895265E+001                  3.8055727845385032E+000                  6.3910583777819056E+003                  2.5074889259214030E+000                  3.7831407749729675E+000                 -3.4928905448643619E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3047835725662904E+033                  9.4239155844460665E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4362531463890456E+000                  4.4438032023297627E+000                  8.7204846925128710E-001                  3.8700619478562399E+000                  0.0000000000000000E+000                  1.6157603140814718E+001                  5.5550907379509895E-001                  7.4305175281592186E+000                  6.1690727939311096E-001                  8.4992434530333238E-001                  1.2969078700950327E+000                  6.9984435825189217E-001                  2.7998511028147499E-001                  2.5012197598363499E-003                  9.3799180624103608E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0499843020012026E+001                  4.1995729198092580E+000                                        3                                        5 
                                     200                                      870                  5.3802653613229035E+004                  3.4332655885608654E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.7489470409977717E+000                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999998373420429E-001                  9.9999991993676407E-001                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999998373420429E-001                  9.9999991993676407E-001                  4.2433644625146316E+000                  1.7513157867345642E+004                  4.2433644625146316E+000                 -3.2453651573539467E+001                 -9.8999999999999986E+001                  4.2433644625146316E+000                  1.7513157867345642E+004                  2.5904013546482805E+000                  4.2335989552444424E+000                 -3.2453651573539467E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9363667454381920E+033                  1.2339621160605832E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4594786167121887E+000                  4.3383675641921302E+000                  7.7287970953618457E-001                  4.0683994672864445E+000                  0.0000000000000000E+000                  1.6279502663623447E+001                  6.2499760734908472E-001                  7.4762606731329395E+000                  6.1703695315939833E-001                  8.4980923481670434E-001                  1.2972873485057004E+000                  6.9961615592932658E-001                  2.8000379639086581E-001                  1.2059058228276330E-003                  9.3774101350302431E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0498153042485876E+001                  4.1997161374271537E+000                                        3                                        5 
                                     205                                      914                  7.6034994518520791E+004                  3.7429361514155608E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.7754489000962179E+000                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999999149694729E-001                  9.9999996091715915E-001                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999999149694729E-001                  9.9999996091715915E-001                  4.2684163219494824E+000                  1.8553093017303047E+004                  4.2684163219494824E+000                 -2.8994273119443339E+001                 -9.8999999999999986E+001                  4.2684163219494824E+000                  1.8553093017303047E+004                  2.0097347225044193E+000                  4.2660158180768244E+000                 -2.8994273119443339E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9774053409189566E+033                  1.5926880976013753E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4898004918442851E+000                  4.3070301707874155E+000                  6.9656726256963486E-001                  4.2210243612195448E+000                  0.0000000000000000E+000                  1.6501108987488049E+001                  7.8958728662649602E-001                  7.5329023798700785E+000                  6.1738049226612968E-001                  8.4946612455457526E-001                  1.2982282864238817E+000                  6.9893219287148123E-001                  2.8051390396686593E-001                  6.0307314289694337E-005                  9.2949685056621829E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0494545551474653E+001                  4.2022084927530390E+000                                        3                                        5 
                                     207                                      914                  9.0641289873174261E+004                  3.9012986435108106E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.3726415702340828E+000                  3.5740358687006185E-001                  7.8128082524331344E-008                  9.9999999223625613E-001                  9.9999996452774809E-001                  3.5740358687006185E-001                  7.8128082524331344E-008                  9.9999999223625613E-001                  9.9999996452774809E-001                  4.2934509136278125E+000                  1.9653998276318631E+004                  4.2934509136278125E+000                 -2.8971923741909549E+001                 -1.1439139835231284E+001                  4.2934509136278125E+000                  1.9653998276318631E+004                  1.9559085400422336E+000                  4.2914499368801478E+000                 -2.8971923741909549E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1400672944538280E+033                  1.5924659569421133E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4882790070042411E+000                  4.2895350518740445E+000                  6.9086267279303704E-001                  4.2324335407727398E+000                  0.0000000000000000E+000                  1.6499458779092507E+001                  7.8728180006909743E-001                  7.5333102618040773E+000                  6.1759468745791202E-001                  8.4924035508532891E-001                  1.2987948162123999E+000                  6.9848064072109739E-001                  2.8097608491495407E-001                  6.7838709434773023E-005                  9.2196628988192534E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0491614755909598E+001                  4.2050163076056499E+000                                        3                                        5 
